papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
AALR3,10.56,-4.62,1.29,1.067,0.0,0.485,-5.39,49.91,-1.1,80.67,14.69,0.021400000000000002,-0.2236,0.010700000000000001,-0.27899999999999997,0.66,1216400.0,969191000.0,0.9,0.0346
ABCB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,0.0,0.0,6138130000.0,0.0,0.5527000000000001
ABCB4,21.04,5.82,0.84,0.0,0.0708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,0.0,15604800.0,6138130000.0,0.0,0.5527000000000001
ABEV3,11.56,12.56,2.1,2.292,0.0632,1.361,-769.2,10.79,-15.48,10.19,7.48,0.21239999999999998,0.188,0.16899999999999998,0.1675,0.99,354143000.0,86594300000.0,0.04,0.11599999999999999
ABYA3,4.91,-214.8,1.76,2.055,0.0,0.527,1.98,19.96,-2.75,33.67,33.67,0.10289999999999999,-0.0096,0.0278,-0.008199999999999999,2.09,0.0,292060000.0,1.31,0.1641
ACES3,95.27,8.79,2.28,1.693,0.0,1.438,6.4,7.2,20.77,6.54,6.54,0.2352,0.19269999999999998,0.26899999999999996,0.2595,2.05,0.0,3105800000.0,0.09,0.1334
ACES4,94.73,8.74,2.27,1.683,0.0,1.43,6.37,7.16,20.65,6.5,6.5,0.2352,0.19269999999999998,0.26899999999999996,0.2595,2.05,0.0,3105800000.0,0.09,0.1334
ADHM3,1.56,-4.09,-1.29,770.924,0.0,105.126,-1.43,-5.69,-1.27,-5.69,-5.81,-135.485,-188.606,5.2170000000000005,0.3147,0.0,2064.0,-19776000.0,0.0,0.43479999999999996
AEDU11,37.35,20.13,1.13,1.405,0.0,0.732,5.77,13.93,-7.31,16.14,10.82,0.1008,0.0698,0.057699999999999994,0.055999999999999994,2.04,0.0,2415400000.0,0.3,0.209
AEDU3,18.35,59.34,3.32,4.141,0.0,2.159,17.0,41.06,-21.55,43.27,29.01,0.1008,0.0698,0.057699999999999994,0.055999999999999994,2.04,0.0,2415400000.0,0.3,0.209
AELP3,1.93,8.49,-200.57,-0.062,0.0,5.216,0.0,-12.58,0.0,-11.94,-11.98,0.0049,-0.0073,0.0,-23.6383,0.0,0.0,-904000.0,0.0,0.0118
AERI3,6.85,-3.39,0.39,0.169,0.0,0.123,0.5,2.06,-2.17,5.8,4.31,0.0823,-0.0499,0.0816,-0.11449999999999999,1.64,1673560.0,1097230000.0,1.35,0.0353
AESB3,11.23,489.79,1.54,1.946,0.0066,0.346,-2.67,6.99,-0.59,17.05,8.58,0.2784,0.049100000000000005,0.0553,0.0031,0.52,44691600.0,4394450000.0,2.62,0.1489
AESL3,10081.9,0.0,2.26,0.0,0.0,0.632,-54.75,0.0,-1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,5030750000.0,1.55,0.1426
AFLT3,7.17,17.66,1.73,7.541,0.0635,1.516,8.85,14.87,14.88,14.42,14.33,0.507,0.42710000000000004,0.10800000000000001,0.098,4.16,4104.56,261489000.0,0.0,0.1827
AFLU3,5.15,9.15,2.19,2.981,0.0,1.919,9.86,8.52,12.21,7.57,7.24,0.34979999999999994,0.3259,0.3118,0.23929999999999998,3.27,0.0,44270000.0,0.0,0.0861
AFLU5,5.03,8.93,2.14,2.911,0.0,1.875,9.63,8.32,11.92,7.38,7.05,0.34979999999999994,0.3259,0.3118,0.23929999999999998,3.27,0.0,44270000.0,0.0,0.0861
AGEI3,7.8,0.0,1.25,0.0,0.0,0.47,1.39,0.0,-12.59,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,1878210000.0,1.01,0.0
AGEN33,0.16,0.39,-0.03,0.0,0.0,0.066,-0.17,0.11,-0.02,3.73,3.61,0.0,0.0,0.8767,-0.0885,0.09,0.0,-1112630000.0,-1.11,-0.8703
AGIN3,5.29,8.46,1.23,1.816,0.0,0.565,1.29,10.92,3.55,14.68,14.68,0.1663,0.2183,0.0559,0.1456,2.72,0.0,1028210000.0,0.55,0.44170000000000004
AGRO3,24.85,10.78,1.3,2.326,0.1293,0.764,4.1,13.6,-15.54,18.07,12.28,0.171,0.2158,0.06480000000000001,0.1209,2.04,6595980.0,1957410000.0,0.54,0.1174
AGXY3,1.19,-0.34,0.24,0.025,0.0,0.025,-1.6,-1.92,-0.15,-12.67,28.58,-0.0129,-0.0739,-0.0285,-0.7232999999999999,0.98,496360.0,838102000.0,1.78,0.3225
AHEB3,25.31,2.04,1.9,0.34,0.0,0.421,1.3,1.57,-2.31,0.78,0.74,0.2163,0.1668,0.40020000000000006,0.9337000000000001,2.2,975.33,113775000.0,0.03,0.4482
AHEB5,19.21,1.54,1.44,0.258,0.0,0.32,0.98,1.19,-1.75,0.4,0.38,0.2163,0.1668,0.40020000000000006,0.9337000000000001,2.2,89.35,113775000.0,0.03,0.4482
AHEB6,20.0,1.61,1.5,0.268,0.0,0.333,1.02,1.24,-1.82,0.45,0.43,0.2163,0.1668,0.40020000000000006,0.9337000000000001,2.2,46.51,113775000.0,0.03,0.4482
ALBA3,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27,-1.27,0.095,0.0962,0.204,0.1977,1.83,0.0,354860000.0,0.03,0.1469
ALLD3,7.19,4.31,0.42,0.114,0.2824,0.194,0.61,3.8,1.48,4.93,3.66,0.029900000000000003,0.0264,0.0843,0.0987,1.89,1263980.0,1582950000.0,0.38,0.0345
ALLL11,16.5,6.03,0.38,0.523,0.0,0.121,0.99,1.54,-0.27,4.63,2.96,0.3407,0.08710000000000001,0.0946,0.0633,2.13,0.0,16050700000.0,1.24,0.1481
ALLL3,3.97,7.25,0.46,0.629,0.0,0.146,1.19,1.85,-0.33,4.95,3.16,0.3407,0.08710000000000001,0.0946,0.0633,2.13,0.0,16050700000.0,1.24,0.1481
ALLL4,3.32,6.07,0.38,0.526,0.0,0.122,0.99,1.54,-0.27,4.64,2.96,0.3407,0.08710000000000001,0.0946,0.0633,2.13,0.0,16050700000.0,1.24,0.1481
ALOS3,21.35,24.36,0.88,4.48,0.0524,0.449,14.92,9.71,-1.42,7.8,5.12,0.46149999999999997,0.2275,0.0509,0.0361,1.29,113135000.0,13917200000.0,0.0,0.3394
ALPA3,9.52,-3.96,1.72,1.728,0.0,1.004,2.85,75.48,9.72,79.0,21.93,0.0229,-0.4366,0.0178,-0.43420000000000003,3.12,31706.4,3781860000.0,0.42,0.030600000000000002
ALPA4,9.53,-3.96,1.72,1.73,0.0,1.005,2.85,75.56,9.73,79.08,21.95,0.0229,-0.4366,0.0178,-0.43420000000000003,3.12,34735100.0,3781860000.0,0.42,0.030600000000000002
ALPK3,3.15,-11.75,1.94,0.481,0.0,0.275,-2.11,2.02,-0.38,5.72,3.37,0.2384,-0.0368,0.153,-0.1654,0.49,481899.0,351780000.0,3.95,0.34759999999999996
ALSC3,27.75,38.57,2.2,10.717,0.0095,1.202,9.41,19.33,-4.22,17.49,14.08,0.5545,0.293,0.0703,0.056900000000000006,5.39,0.0,2593960000.0,0.0,0.023399999999999997
ALUP11,29.85,13.17,1.24,2.864,0.0395,0.327,4.21,4.1,-0.77,7.91,7.39,0.698,0.3531,0.0897,0.0942,1.67,35638400.0,7622200000.0,1.54,-0.1215
ALUP3,9.9,13.11,1.24,2.849,0.0397,0.326,4.19,4.08,-0.77,7.89,7.37,0.698,0.3531,0.0897,0.0942,1.67,157656.0,7622200000.0,1.54,-0.1215
ALUP4,9.87,13.07,1.23,2.841,0.0398,0.325,4.17,4.07,-0.77,7.88,7.36,0.698,0.3531,0.0897,0.0942,1.67,245278.0,7622200000.0,1.54,-0.1215
AMAR3,1.72,-0.23,252.55,0.072,0.0,0.048,-0.18,33.25,-0.08,225.23,3.8,0.0022,-0.3164,0.0019,-1115.1,0.59,898026.0,467000.0,1655.88,-0.0833
AMBP3,9.08,-7.22,1.05,0.303,0.0,0.124,0.43,1.46,-0.32,6.27,4.4,0.2082,-0.0069,0.11710000000000001,-0.145,3.35,17355300.0,1449730000.0,5.56,0.815
AMBV3,87.0,26.65,8.76,8.045,0.0,5.266,144.35,20.59,-37.8,20.41,18.39,0.3908,0.30760000000000004,0.3243,0.32880000000000004,1.18,0.0,31105700000.0,0.1,0.2173
AMBV4,86.8,26.59,8.74,8.027,0.0,5.253,144.02,20.54,-37.72,20.36,18.35,0.3908,0.30760000000000004,0.3243,0.32880000000000004,1.18,0.0,31105700000.0,0.1,0.2173
AMER3,0.34,-0.02,-0.01,0.018,0.0,0.013,-0.01,-0.05,-0.01,-2.83,-3.32,-0.3945,-0.9925,-0.4806,0.5476,0.22,8622970.0,-31185000000.0,-0.72,0.3625
AMIL3,32.2,-73.28,7.7,1.129,0.0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.0083,-0.015300000000000001,0.0222,-0.1051,0.75,0.0,1532980000.0,1.24,0.2847
AMPI3,55.0,12.41,2.74,0.247,0.0,0.177,5.68,0.98,-0.68,1.99,1.73,0.2518,0.15109999999999998,0.2122,0.22089999999999999,1.12,0.0,240799000.0,4.48,0.1412
ANIM3,3.45,-7.42,0.57,0.37,0.0,0.151,-6.41,1.62,-0.29,6.22,3.73,0.2286,-0.0197,0.1015,-0.0766,0.87,23308600.0,2452900000.0,1.83,0.3644
APER3,45.0,-37.33,1.95,2.715,0.0,1.019,611.73,16.61,-4.29,16.98,12.34,0.1635,-0.0738,0.0713,-0.052300000000000006,1.01,63800.3,470241000.0,0.27,0.4069
APTI4,3500.0,1.36,0.27,2.109,0.0,0.135,0.37,87.5,-1.84,55.63,17.79,0.0241,1.5530000000000002,0.0018,0.19510000000000002,8.39,0.0,250812000.0,0.22,0.0706
ARCE3,54.0,14.01,2.6,2.461,0.0,1.726,11.33,8.89,102.03,9.07,9.07,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
ARCZ3,3.66,-1.88,1.95,1.096,0.0,0.369,1.53,9.5,-0.84,28.18,28.18,0.11539999999999999,-0.5802,0.0403,-1.0398,2.86,0.0,1934210000.0,3.92,0.0075
ARCZ6,3.63,-1.86,1.94,1.087,0.0,0.366,1.52,9.42,-0.84,28.1,28.1,0.11539999999999999,-0.5802,0.0403,-1.0398,2.86,0.0,1934210000.0,3.92,0.0075
ARLA3,2.47,-1.62,-0.45,1.562,0.0,0.323,-0.22,-4.92,-0.21,-16.06,-16.06,-0.3172,-0.9655,-0.1371,0.28,0.1,0.0,-24319000.0,-1.02,-0.4746
ARLA4,3.38,-2.21,-0.62,2.137,0.0,0.442,-0.31,-6.74,-0.29,-17.87,-17.87,-0.3172,-0.9655,-0.1371,0.28,0.1,0.0,-24319000.0,-1.02,-0.4746
ARML3,10.41,18.97,2.84,2.475,0.026000000000000002,0.764,3.27,7.28,-2.32,10.38,7.53,0.33990000000000004,0.1305,0.1606,0.1496,2.4,8845030.0,1270840000.0,2.27,0.6529
ARPS3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,-0.0664,0.2034,0.91,0.0,-12690000.0,-1.24,-0.1753
ARPS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.08,-14.08,-0.0492,-0.1159,-0.0664,0.2034,0.91,0.0,-12690000.0,-1.24,-0.1753
ARTE3,7.7,-0.04,-0.04,0.0,0.0,0.103,0.0,-0.52,0.0,-15.85,-15.85,0.0,0.0,0.0,1.0290000000000001,0.0,0.0,-33570000.0,0.0,-0.6435
ARTE4,6.81,-0.03,-0.03,0.0,0.0,0.091,0.0,-0.46,0.0,-15.79,-15.79,0.0,0.0,0.0,1.0290000000000001,0.0,0.0,-33570000.0,0.0,-0.6435
ARTR3,10.01,-28.06,1.22,0.848,0.0,0.282,-5.51,3.65,-0.41,10.91,6.24,0.2322,-0.0302,0.08410000000000001,-0.0435,0.64,0.0,4713650000.0,2.73,0.11380000000000001
ARZZ3,50.49,13.69,1.91,1.145,0.0383,0.979,6.97,10.8,-62.64,11.78,8.13,0.106,0.08310000000000001,0.1157,0.1392,1.43,119959000.0,2940190000.0,0.37,0.3617
ASAI3,12.0,23.24,3.45,0.236,0.0,0.389,-3.99,3.35,-0.68,5.71,4.33,0.0706,0.0102,0.1769,0.14859999999999998,0.77,135965000.0,4698000000.0,3.4,0.2864
ASSM3,7.12,0.33,-0.17,-9.754,0.0,0.155,-0.23,0.47,-0.09,1.95,1.95,-20.843899999999998,-29.156100000000002,0.3538,-0.5073,0.21,0.0,-9943000.0,-0.56,-0.08789999999999999
ASSM4,6.1,0.29,-0.15,-8.357,0.0,0.133,-0.2,0.4,-0.08,1.88,1.88,-20.843899999999998,-29.156100000000002,0.3538,-0.5073,0.21,0.0,-9943000.0,-0.56,-0.08789999999999999
ASTA4,25.83,-30.79,1.0,0.652,0.0,0.446,2.57,19.9,-3.3,33.2,33.2,0.032799999999999996,-0.0212,0.0252,-0.0325,1.71,0.0,515672000.0,0.85,-0.0473
ATMP3,2.25,0.1,0.14,0.195,0.0,0.044,-2.14,-0.46,-0.1,-1.78,-9.17,-0.4254,2.0127,-0.1027,1.4796,0.92,21094.3,419542000.0,0.57,-0.228
ATOM3,1.99,2.45,1.21,2.062,0.0,0.896,2.69,-98.69,5.12,-81.29,-464.5,-0.0209,0.8662000000000001,-0.0109,0.49229999999999996,7.1,62338.1,39312000.0,0.0,0.1177
AURA33,45.87,168.26,2.13,1.455,0.0426,0.706,3.63,5.86,-2.54,6.86,6.86,0.24850000000000003,0.0086,0.1777,0.0127,1.99,4012370.0,1520520000.0,1.07,0.015600000000000001
AURE3,12.1,-41.15,0.99,1.963,0.157,0.437,5.59,13.77,-1.2,17.69,10.23,0.1426,-0.04769999999999999,0.0363,-0.0241,1.68,69899600.0,12223500000.0,0.53,0.3843
AUTM3,19.7,20.0,1.9,0.709,0.0,0.547,4.08,6.78,-2.42,8.22,8.99,0.1047,0.0431,0.1193,0.095,1.48,0.0,1304250000.0,0.97,0.2821
AVIL3,0.93,12.97,4.16,2.338,0.0,2.227,3.89,10.0,9.02,9.4,9.4,0.23379999999999998,0.1801,0.40990000000000004,0.32030000000000003,5.14,0.0,1106590000.0,0.52,0.0174
AVLL3,3.44,-1.41,-8.78,1.379,0.0,0.49,-3.58,8.07,-0.73,11.45,11.17,0.1709,-0.9669,0.0784,6.2181,0.73,5240.16,-76542000.0,-7.14,0.2748
AZEV3,1.23,-4.34,0.69,0.634,0.0,0.281,-1.21,-2.16,-0.78,-2.52,-3.81,-0.29359999999999997,-0.1463,-0.1459,-0.1585,0.5,822604.0,300241000.0,0.12,3.4995999999999996
AZEV4,1.19,-4.2,0.67,0.614,0.0,0.272,-1.17,-2.09,-0.75,-2.45,-3.71,-0.29359999999999997,-0.1463,-0.1459,-0.1585,0.5,5463260.0,300241000.0,0.12,3.4995999999999996
AZUL4,9.23,-1.21,-0.14,0.171,0.0,0.154,-0.34,1.2,-0.08,11.04,5.75,0.1423,-0.14150000000000001,0.155,0.11869999999999999,0.34,150178000.0,-22368400000.0,-1.23,0.24960000000000002
B3SA3,10.75,14.94,3.0,6.006,0.0432,1.235,6.69,11.51,-5.99,10.95,9.02,0.5219,0.4022,0.1668,0.2009,1.93,530412000.0,19875000000.0,0.71,0.0742
BAHI11,2.0,-6.66,0.5,0.142,0.0,0.094,-0.45,-16.17,-0.13,-45.05,11.15,-0.0088,-0.0177,-0.0060999999999999995,-0.0754,0.24,0.0,105139000.0,1.06,0.42619999999999997
BAHI3,6.19,-20.6,1.55,0.44,0.0,0.291,-1.41,-50.03,-0.39,-78.92,19.54,-0.0088,-0.0177,-0.0060999999999999995,-0.0754,0.24,36657.9,105139000.0,1.06,0.42619999999999997
BAHI4,86.0,-286.17,21.59,6.106,0.0,4.038,-19.53,-695.13,-5.41,-724.01,179.23,-0.0088,-0.0177,-0.0060999999999999995,-0.0754,0.24,0.0,105139000.0,1.06,0.42619999999999997
BAHI5,65.0,-216.29,16.32,4.615,0.0,3.052,-14.76,-525.39,-4.09,-554.27,137.21,-0.0088,-0.0177,-0.0060999999999999995,-0.0754,0.24,0.0,105139000.0,1.06,0.42619999999999997
BALM3,10.5,10.06,0.69,0.614,0.0739,0.403,0.87,4.58,1.35,2.75,2.24,0.134,0.045,0.1219,0.0682,2.86,284.86,149905000.0,0.13,0.028399999999999998
BALM4,9.73,9.32,0.64,0.569,0.07980000000000001,0.373,0.81,4.25,1.25,2.41,1.97,0.134,0.045,0.1219,0.0682,2.86,1384.95,149905000.0,0.13,0.028399999999999998
BAUH4,78.87,21.17,3.75,1.824,0.0104,2.405,24.79,29.2,30.83,27.07,19.2,0.0625,0.0862,0.13849999999999998,0.1771,1.29,21730.9,109814000.0,0.03,0.0513
BAZA3,92.85,4.11,0.85,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2069,0.0,309719.0,6113980000.0,0.0,0.2071
BBAS3,27.18,4.54,0.92,0.0,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2034,0.0,488736000.0,168546000000.0,0.0,0.2877
BBDC3,11.48,8.12,0.76,0.0,0.0882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09369999999999999,0.0,78077700.0,160563000000.0,0.0,-0.14679999999999999
BBDC4,12.95,9.16,0.86,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09369999999999999,0.0,482160000.0,160563000000.0,0.0,-0.14679999999999999
BBSE3,32.69,8.03,5.44,0.0,0.08779999999999999,3.663,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.677,0.0,161282000.0,12020300000.0,0.0,0.0
BBTG11,15.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTG12,3.15,44.37,29554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.1110000000001,0.0,0.0,9000.0,0.0,0.0
BBTG13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.1110000000001,0.0,0.0,9000.0,0.0,0.0
BCAL6,0.28,-1.7,-0.07,1.946,0.0,13.03,-0.09,38.77,-0.07,452.65,452.65,0.050199999999999995,-1.1449,0.3897,0.040999999999999995,0.01,0.0,-290863000.0,-0.74,0.3774
BDLL3,13.01,0.25,-0.1,0.99,0.0,0.037,-0.1,-0.56,-0.04,-5.05,-5.36,-1.7584,3.8928,-0.07150000000000001,-0.3961,0.55,714.42,-206703000.0,-0.94,-0.0688
BDLL4,9.61,0.19,-0.07,0.731,0.0,0.027,-0.07,-0.42,-0.03,-4.91,-5.21,-1.7584,3.8928,-0.07150000000000001,-0.3961,0.55,5519.49,-206703000.0,-0.94,-0.0688
BECE3,9.1,-3.42,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,0.0,96496000.0,0.0,0.1281
BECE4,8.75,-3.29,8.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.552,0.0,0.0,96496000.0,0.0,0.1281
BEEF3,6.1,36.92,170.48,0.134,0.0318,0.114,0.34,1.78,-0.36,6.09,4.85,0.0753,0.0034000000000000002,0.1623,4.6175999999999995,2.02,66526400.0,21730000.0,1141.0,0.1354
BEES3,8.79,7.54,1.22,0.0,0.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210000000000002,0.0,132982.0,2271980000.0,0.0,0.1249
BEES4,9.49,8.14,1.32,0.0,0.0699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210000000000002,0.0,29838.1,2271980000.0,0.0,0.1249
BELG3,1375.5,0.36,0.07,0.063,0.0,0.044,0.29,0.23,2.6,0.41,0.41,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
BELG4,1370.0,0.36,0.07,0.062,0.0,0.044,0.29,0.23,2.59,0.4,0.4,0.27699999999999997,0.1946,0.22039999999999998,0.1859,1.97,0.0,13495400000.0,0.17,0.48469999999999996
BEMA3,10.8,15.32,1.22,1.293,0.0,0.808,3.18,14.34,11.45,14.43,8.11,0.0901,0.08439999999999999,0.0696,0.0795,2.66,0.0,457342000.0,0.19,0.1058
BERG3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.49,-10.49,-0.086,-0.326,-0.0558,-1.0271,0.46,0.0,9538000.0,2.86,-0.08
BESP3,330.0,10.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,0.0,5183100000.0,0.0,0.0183
BESP4,344.0,10.82,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2377,0.0,0.0,5183100000.0,0.0,0.0183
BFIT3,0.98,18.49,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567
BFIT4,0.93,17.55,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1115,0.0,0.0,1849420000.0,0.0,0.3567
BGIP3,24.02,8.7,0.66,0.0,0.08689999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0.0,2607.56,676771000.0,0.0,0.012199999999999999
BGIP4,22.83,8.27,0.63,0.0,0.10060000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757,0.0,13650.7,676771000.0,0.0,0.012199999999999999
BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,0.1524,-0.0131,0.0393,-0.004,0.96,0.0,1077600000.0,0.2,0.20670000000000002
BHIA3,6.58,-0.24,0.2,0.022,0.0,0.02,-0.12,0.88,-0.04,10.75,4.18,0.0255,-0.09300000000000001,0.0315,-0.8086,0.71,43069400.0,3202000000.0,2.77,0.0189
BICB3,8.0,-2.35,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119
BICB4,8.25,-2.43,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.91,0.0,0.0,944626000.0,0.0,-0.3119
BIDI11,10.4,229.93,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIDI3,3.4,225.51,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIDI4,3.41,226.17,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004699999999999999,0.0,0.0,8348550000.0,0.0,0.37
BIOM3,15.35,-24.52,6.03,15.898,0.0,3.596,8.1,-27.01,17.94,-25.96,-25.89,-0.5886,-0.6483,-0.2489,-0.2459,3.77,3435230.0,322883000.0,0.48,0.5934
BIOM4,8.68,-13.87,3.41,8.99,0.0,2.033,4.58,-15.27,10.14,-14.22,-14.19,-0.5886,-0.6483,-0.2489,-0.2459,3.77,0.0,322883000.0,0.48,0.5934
BISA3,1.58,-1.77,1.18,1.692,0.0,0.321,0.86,-4.02,-7.64,-6.21,-9.28,-0.4205,-0.9636,-0.085,-0.6694,2.22,0.0,1788370000.0,0.77,-0.24230000000000002
BLAU3,10.23,7.71,0.91,1.245,0.0319,0.581,1.53,8.66,3.86,9.4,7.78,0.1437,0.1598,0.08449999999999999,0.11779999999999999,3.82,2931230.0,2019480000.0,0.3,0.08410000000000001
BLUT3,5.14,-5.63,0.46,0.0,0.0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0.0,0.0,-0.0033,-0.0824,0.0,3091.81,56569000.0,0.12,0.0
BLUT4,1.52,-1.66,0.14,0.0,0.0,0.041,-0.22,-12.69,-0.06,-23.74,-23.74,0.0,0.0,-0.0033,-0.0824,0.0,10453.2,56569000.0,0.12,0.0
BMEB3,25.2,5.1,1.58,0.0,0.047599999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096,0.0,13693.0,1672510000.0,0.0,0.1943
BMEB4,27.6,5.59,1.73,0.0,0.0478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3096,0.0,441989.0,1672510000.0,0.0,0.1943
BMEF3,11.0,0.0,4.16,0.0,0.0,3.482,10.24,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,2674780000.0,0.0,0.0
BMGB11,33.6,17.74,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0,0.0,3985940000.0,0.0,-0.121
BMGB4,3.26,6.89,0.48,0.0,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693,0.0,1574550.0,3985940000.0,0.0,-0.121
BMIN3,20.01,12.25,0.71,0.0,0.0636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057699999999999994,0.0,0.0,136460000.0,0.0,0.266
BMIN4,15.79,9.67,0.56,0.0,0.08869999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057699999999999994,0.0,3064.0,136460000.0,0.0,0.266
BMKS3,334.47,8.6,0.73,10.366,0.1174,0.629,0.87,-35.25,1.0,3.53,3.62,-0.29410000000000003,1.2058,-0.0633,0.08460000000000001,19.87,31950.1,209194000.0,0.03,-0.028300000000000002
BMOB3,13.0,12.34,1.02,0.841,0.0401,0.78,1.74,11.68,1.88,6.08,3.76,0.07200000000000001,0.0682,0.12269999999999999,0.08289999999999999,3.22,5437360.0,1105870000.0,0.0,0.8841
BMTO3,7.82,17.84,2.14,0.0,0.0,2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0
BMTO4,7.57,17.27,2.07,0.0,0.0,2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,0.0,0.0,0.0,0.12,0.0,0.0,1046320000.0,0.0,0.0
BNBR3,116.9,4.82,0.89,0.0,0.049400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855,0.0,11583.4,11299100000.0,0.0,0.1435
BNBR4,27.01,1.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855,0.0,0.0,11299100000.0,0.0,0.1435
BNCA3,70.3,-90.3,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027200000000000002,0.0,0.0,3068150000.0,0.0,0.0241
BOAS3,7.95,15.22,1.83,4.929,0.0,1.699,3.34,25.6,3.54,18.69,8.52,0.1925,0.3239,0.1276,0.1204,12.37,0.0,2298770000.0,0.0,0.1099
BOBR3,1.0,2.71,-6.43,0.182,0.0,0.308,-4.51,1.22,-0.57,2.52,2.24,0.14980000000000002,0.0674,0.35090000000000005,-2.376,0.88,0.0,-40517000.0,-8.07,0.0947
BOBR4,2.1,5.68,-13.5,0.383,0.0,0.646,-9.46,2.56,-1.2,3.86,3.44,0.14980000000000002,0.0674,0.35090000000000005,-2.376,0.88,38057.9,-40517000.0,-8.07,0.0947
